run_id,task_id,category,success_mode,method,model,fault_intensity,seed,recovery_budget,fault_scheduled,fault_target_tool,fault_type,fault_injected,expected_decision,predicted_decision,decision_match,numeric_answer,expected_numeric_answer,numeric_ok,tools_ok,missing_required_tools,extra_tools_used,tool_efficiency,task_success,silent_failure,safe_degradation,detected_failure,recovery_success,llm_judge_outcome,judge_confidence,grounded_in_tool_evidence,uses_stale_or_contradictory_evidence,model_calls,tool_calls,verifier_calls,judge_calls,recovery_steps,input_tokens,output_tokens,estimated_cost_usd,eval_reason,final_answer,tool_path,tools_used,experiment,variant,tool_output_verifier_enabled,recovery_budget_level
budget_sensitivity__budget_3__live_retrieval_002__full_replanning__lambda_0.3__seed_11__budget_3,live_retrieval_002,retrieval_evidence,decision,full_replanning,gpt-5.4-mini,0.3,11,3,True,customer_lookup,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3639,372,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is supported by current tool evidence: order O-1002 is delayed 72 hours, customer C-002 is Silver tier and active, and the policy requires Gold or Platinum plus active status. The customer_lookup timeout was detected and successfully recovered, so the cited customer evidence is current rather than stale or faulty.","Expedited replacement is not allowed for order O-1002 because the customer is Silver tier, while the policy requires Gold or Platinum tier, even though the order is delayed by more than 48 hours and the account is active.",order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_3__live_retrieval_002__full_replanning__lambda_0.3__seed_22__budget_3,live_retrieval_002,retrieval_evidence,decision,full_replanning,gpt-5.4-mini,0.3,22,3,True,order_lookup,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3708,360,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision (not_allowed) and is supported by current recovered tool evidence: order O-1002 is delayed by 72 hours, customer C-002 is Silver tier and active, and the policy requires Gold or Platinum tier plus delay > 48 hours and active account. The answer correctly applies the policy to conclude expedited replacement is not allowed.","Expedited replacement is not allowed for order O-1002 because the order is delayed by 72 hours and the account is active, but the customer is Silver tier, and the policy requires Gold or Platinum tier.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_1__live_retrieval_002__self_healing__lambda_0.3__seed_11__budget_1,live_retrieval_002,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,11,1,True,customer_lookup,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3668,367,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is grounded in current tool evidence: order O-1002 is delayed 72 hours, customer C-002 is Silver tier and active, and the current policy requires Gold or Platinum for expedited replacement. The customer_lookup timeout was detected and recovered, and the response used the recovered current result rather than stale/faulted evidence.","Expedited replacement is not allowed for order O-1002 because the order is delayed by 72 hours and the account is active, but the customer is Silver tier, while the policy requires Gold or Platinum tier.",order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_1__live_retrieval_002__self_healing__lambda_0.3__seed_22__budget_1,live_retrieval_002,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,1,True,order_lookup,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,3,3,1,1,3788,377,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is grounded in the current recovered tool evidence: order O-1002 is delayed 72 hours, customer C-002 is Silver and active, and the policy allows expedited replacement only for delayed orders where the customer is Gold or Platinum and active. The response correctly applies the policy condition, and there is no stale or contradictory evidence used.","Expedited replacement is not allowed for order O-1002 because the customer is Silver tier, while the policy requires Gold or Platinum tier, even though the order is delayed by more than 48 hours and the account is active.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_2__live_retrieval_002__self_healing__lambda_0.3__seed_11__budget_2,live_retrieval_002,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,11,2,True,customer_lookup,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3686,379,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision (not_allowed) and is grounded in current/recovered tool evidence: order O-1002 is delayed 72 hours, customer C-002 is Silver tier and active, and the policy requires Gold or Platinum for expedited replacement. The customer_lookup timeout was detected and recovered, and the final answer uses the recovered current result rather than stale or faulty data.","Expedited replacement is not allowed for order O-1002 because the order is delayed by 72 hours and the account is active, but the customer is Silver tier, while the policy requires Gold or Platinum tier.",order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_2__live_retrieval_002__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_002,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,order_lookup,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3774,385,0.0,rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('not_allowed') and is supported by current recovered tool evidence. It uses all required tools: order_lookup shows O-1002 is delayed 72 hours and customer_id C-002; customer_lookup shows C-002 is Silver and active; policy_lookup states expedited replacement requires Gold or Platinum tier plus delay >48 hours and active account. The explanation is consistent with these facts and does not rely on stale or contradictory evidence.,"Expedited replacement is not allowed for order O-1002 because the order is delayed by 72 hours and the account is active, but the customer is Silver tier, while the policy requires Gold or Platinum tier.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_3__live_retrieval_002__self_healing__lambda_0.3__seed_11__budget_3,live_retrieval_002,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,11,3,True,customer_lookup,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3694,383,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision of not_allowed and is supported by current tool evidence: O-1002 is delayed by 72 hours, customer C-002 is Silver tier and active, and the policy allows expedited replacement only for Gold/Platinum customers with active accounts when delayed over 48 hours. The answer correctly uses the recovered customer_lookup result rather than the injected timeout fault.","Expedited replacement is not allowed for order O-1002 because the order is delayed by 72 hours, but the customer is Silver tier, and the policy requires Gold or Platinum tier plus an active account.",order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_3__live_retrieval_002__self_healing__lambda_0.3__seed_22__budget_3,live_retrieval_002,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,3,True,order_lookup,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3788,399,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision of not_allowed and is supported by current recovered tool evidence: order O-1002 is delayed 72 hours, customer C-002 is Silver tier and active, and the policy allows expedited replacement only for Gold or Platinum customers with delayed orders and active accounts. The injected timeout on order_lookup was recovered, so the evidence used is current and not stale or contradictory.","Expedited replacement is not allowed for order O-1002 because the customer is Silver tier, while the policy requires Gold or Platinum tier, even though the order is delayed more than 48 hours and the account is active.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_1__live_retrieval_005__retry_only__lambda_0.3__seed_22__budget_1,live_retrieval_005,retrieval_evidence,decision,retry_only,gpt-5.4-mini,0.3,22,1,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,False,correct,0.98,True,False,5,4,4,1,0,5192,348,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current tool evidence: order O-1005 is delayed 80 hours, customer C-005 is inactive, and the current policy states inactive accounts are not eligible for expedited replacement. Although one policy_lookup result was malformed, the model also had a valid recovered/current policy result and did not rely on stale or contradictory evidence.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, which makes the order ineligible under the current replacement policy.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_2__live_retrieval_005__retry_only__lambda_0.3__seed_22__budget_2,live_retrieval_005,retrieval_evidence,decision,retry_only,gpt-5.4-mini,0.3,22,2,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,False,correct,0.98,True,False,4,4,4,1,0,4446,361,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is grounded in the valid current tool evidence: order O-1005 is delayed 80 hours, customer C-005 is inactive, and the policy text says inactive accounts are not eligible for expedited replacement. Although one policy_lookup call returned malformed output, the final answer does not rely on it and instead aligns with the recovered valid policy evidence.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, which makes the order ineligible under the current replacement policy.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_3__live_retrieval_005__retry_only__lambda_0.3__seed_22__budget_3,live_retrieval_005,retrieval_evidence,decision,retry_only,gpt-5.4-mini,0.3,22,3,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,False,correct,0.96,True,False,4,4,4,1,0,4466,372,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current tool evidence: order O-1005 is delayed 80 hours, customer C-005 is inactive, and the current policy states inactive accounts are not eligible for expedited replacement. Although one policy_lookup result was malformed, a valid current policy result was also provided and used consistently. No stale or contradictory evidence appears to have been relied upon.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, which makes the order ineligible under the current replacement policy.",order_lookup|multi_tool_use.parallel|policy_lookup,order_lookup|customer_lookup|policy_lookup|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_1__live_retrieval_005__full_replanning__lambda_0.3__seed_22__budget_1,live_retrieval_005,retrieval_evidence,decision,full_replanning,gpt-5.4-mini,0.3,22,1,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3666,355,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('not_allowed') and is grounded in current tool evidence. Order lookup shows O-1005 is delayed by 80 hours and tied to customer C-005; customer lookup shows C-005 is inactive; policy lookup was faulted but successfully recovered to a current policy stating inactive accounts are not eligible for expedited replacement. No stale or contradictory evidence is used, and all required tools were used.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, and inactive accounts are not eligible under the current replacement policy.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_2__live_retrieval_005__full_replanning__lambda_0.3__seed_22__budget_2,live_retrieval_005,retrieval_evidence,decision,full_replanning,gpt-5.4-mini,0.3,22,2,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3660,371,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision of not_allowed and is grounded in current tool evidence. It correctly uses all required tools: order_lookup shows O-1005 is delayed by 80 hours and tied to customer C-005; customer_lookup shows C-005 is inactive; policy_lookup was faulted but successfully recovered, and the recovered policy states inactive accounts are not eligible for expedited replacement. No stale or contradictory evidence is used.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, and inactive accounts are not eligible under the current replacement policy.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_3__live_retrieval_005__full_replanning__lambda_0.3__seed_22__budget_3,live_retrieval_005,retrieval_evidence,decision,full_replanning,gpt-5.4-mini,0.3,22,3,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3662,345,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('not_allowed') and is supported by current/recovered tool evidence: order O-1005 is delayed 80 hours, customer C-005 is inactive, and the recovered policy states inactive accounts are not eligible for expedited replacement. The policy_lookup fault was detected and recovered, and the answer relies on the recovered current policy rather than stale or contradictory evidence.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, and inactive accounts are not eligible under the current replacement policy.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_3,True,3
budget_sensitivity__budget_1__live_retrieval_005__self_healing__lambda_0.3__seed_22__budget_1,live_retrieval_005,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,1,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3711,342,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current recovered tool evidence: order O-1005 has 80 hours delay, customer C-005 is inactive, and the recovered replacement policy explicitly requires an active account and excludes inactive accounts. The malformed policy output was detected and recovered, and the answer relies on the recovered current policy rather than stale or faulty evidence.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, and inactive accounts are not eligible under the current replacement policy.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_1,True,1
budget_sensitivity__budget_2__live_retrieval_005__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_005,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3723,345,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is grounded in current tool evidence: order O-1005 is delayed 80 hours, customer C-005 is inactive, and the recovered policy states inactive accounts are not eligible for expedited replacement. The policy lookup fault was detected and recovered, and the answer uses the recovered current policy rather than stale or malformed output.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, which makes the order ineligible under the current replacement policy.",order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_2,True,2
budget_sensitivity__budget_3__live_retrieval_005__self_healing__lambda_0.3__seed_22__budget_3,live_retrieval_005,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,3,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.94,True,False,3,3,3,1,1,3683,380,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected not_allowed outcome and is supported by current tool evidence: O-1005 is delayed 80 hours, customer C-005 is inactive, and the recovered policy states active accounts are required. However, the answer is not fully grounded in the tool path because it cites customer_lookup and policy_lookup evidence even though only order_lookup appears in the tool_path and the policy tool was recovered after a detected malformed-output fault. Since the recovered policy evidence is current and valid, the reasoning itself is sound, but the record reflects silent-failure style underreporting of tool usage rather than a safe degradation.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, and inactive accounts are not eligible under the current replacement policy.",order_lookup|multi_tool_use.parallel,order_lookup|customer_lookup|policy_lookup,budget_sensitivity,budget_3,True,3
