run_id,task_id,category,success_mode,method,model,fault_intensity,seed,recovery_budget,fault_scheduled,fault_target_tool,fault_type,fault_injected,expected_decision,predicted_decision,decision_match,numeric_answer,expected_numeric_answer,numeric_ok,tools_ok,missing_required_tools,extra_tools_used,tool_efficiency,task_success,silent_failure,safe_degradation,detected_failure,recovery_success,llm_judge_outcome,judge_confidence,grounded_in_tool_evidence,uses_stale_or_contradictory_evidence,model_calls,tool_calls,verifier_calls,judge_calls,recovery_steps,input_tokens,output_tokens,estimated_cost_usd,eval_reason,final_answer,tool_path,tools_used,experiment,variant,tool_output_verifier_enabled,recovery_budget_level
verifier_ablation__verifier_off__live_retrieval_003__self_healing__lambda_0.3__seed_11__budget_2,live_retrieval_003,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3442,365,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is fully supported by current tool evidence: order O-1003 has delay_hours 0, the customer is active Platinum, and the policy requires delay > 48 hours plus eligibility conditions. The conclusion that expedited replacement is not allowed is grounded and uses all required tools.","Expedited replacement is not allowed for order O-1003 because the order has 0 delay hours, and the policy requires a delay of more than 48 hours. The customer is Platinum and active, but the delay condition is not met.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_off__live_retrieval_003__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_003,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,False,,,False,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3410,351,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('not_allowed') and is grounded in current tool evidence. The order lookup shows O-1003 has delay_hours 0, which fails the policy requirement of delay > 48 hours. Customer and policy lookups were used as required, with current, consistent evidence and no contradictions.","Expedited replacement is not allowed for order O-1003 because the order is on time with 0 delay hours, and the policy requires a delay of more than 48 hours.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_on__live_retrieval_004__self_healing__lambda_0.3__seed_11__budget_2,live_retrieval_004,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,3,1,0,3382,331,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is fully supported by current tool evidence: order O-1004 has delay_hours 52, customer C-004 is Gold and active, and the current policy allows expedited replacement under those conditions. All required tools were used and no stale or contradictory evidence is present.",Expedited replacement is allowed for order O-1004.,order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_on__live_retrieval_004__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_004,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,False,,,False,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,3,1,0,3374,349,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision of allowed and is fully supported by current tool evidence: order O-1004 has delay_hours 52, customer C-004 is Gold and active, and the current policy allows expedited replacement when delay exceeds 48 hours, the customer is Gold/Platinum, and the account is active. All required tools were used and there is no stale, contradictory, or missing evidence.",Expedited replacement is allowed for order O-1004.,order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_off__live_retrieval_004__self_healing__lambda_0.3__seed_11__budget_2,live_retrieval_004,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3344,317,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is fully supported by current tool evidence: order O-1004 has delay_hours 52, customer C-004 is Gold and active, and the current policy permits expedited replacement under these conditions. All required tools were used and no stale or contradictory evidence is present.",Expedited replacement is allowed for order O-1004.,order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_off__live_retrieval_004__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_004,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,False,,,False,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3342,316,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is supported by current, non-faulty evidence from all required tools. The order is delayed 52 hours, customer C-004 is Gold and active, and the policy allows expedited replacement under those conditions. No stale, contradictory, or missing evidence is present.",Expedited replacement is allowed for order O-1004.,order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_on__live_retrieval_005__self_healing__lambda_0.3__seed_11__budget_2,live_retrieval_005,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,3,1,0,3448,321,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current tool evidence: order O-1005 is delayed 80 hours, customer C-005 is inactive, and the replacement policy explicitly requires an active account and excludes inactive accounts.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, which makes the order ineligible under the current replacement policy.",order_lookup|multi_tool_use.parallel|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_on__live_retrieval_005__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_005,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,3,3,1,1,3709,343,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision not_allowed and is grounded in current tool evidence: order O-1005 is delayed 80 hours, customer C-005 is inactive, and the recovered current policy explicitly says active accounts are required and inactive accounts are not eligible. It uses all required tools, and the policy evidence is recovered from a malformed-output fault, not stale or contradictory.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, and inactive accounts are not eligible under the current replacement policy.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_off__live_retrieval_005__self_healing__lambda_0.3__seed_11__budget_2,live_retrieval_005,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,3,0,1,0,3414,321,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current tool evidence: O-1005 is delayed 80 hours, customer C-005 is inactive, and the current replacement policy requires an active account and excludes inactive accounts. All required tools were used and there is no sign of stale or contradictory evidence.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, and inactive accounts are not eligible under the current replacement policy.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_off__live_retrieval_005__self_healing__lambda_0.3__seed_22__budget_2,live_retrieval_005,retrieval_evidence,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,policy_lookup,malformed_output,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.97,True,False,4,4,0,1,0,4480,356,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is grounded in current tool evidence: order O-1005 is delayed 80 hours, customer C-005 is inactive, and the current policy text states expedited replacement requires an active account and excludes inactive accounts. The malformed policy lookup was followed by a valid current policy lookup, so the answer is supported by recovered evidence rather than stale or contradictory data.","Expedited replacement is not allowed for order O-1005 because the customer account is inactive, and inactive accounts are not eligible under the current replacement policy.",order_lookup|customer_lookup|policy_lookup,order_lookup|customer_lookup|policy_lookup|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_on__live_workflow_001__self_healing__lambda_0.3__seed_11__budget_2,live_workflow_001,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,2,True,order_lookup,unavailable_tool,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,4072,382,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision 'allowed' and is grounded in current recovered tool evidence from all required tools. The injected order_lookup failure was detected and recovered with current data; inventory shows SKU-A in stock, shipping_estimator says priority_allowed true for standard_zone, and policy_lookup confirms priority shipping is allowed under these conditions. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2001.,order_lookup|multi_tool_use.parallel|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_on__live_workflow_001__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_001,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3951,415,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is supported by current tool evidence: order_lookup shows SKU-A, standard_zone, priority shipping, quantity 2; inventory_lookup shows SKU-A in stock; shipping_estimator was faulted but successfully recovered with a current recovered_result indicating priority_allowed=true; policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not a restricted zone. No stale or contradictory evidence is relied upon.",Priority shipping is allowed for order O-2001.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_off__live_workflow_001__self_healing__lambda_0.3__seed_11__budget_2,live_workflow_001,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,2,True,order_lookup,unavailable_tool,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,0,1,1,4050,395,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is fully grounded in current tool evidence. All required tools were used. order_lookup was faulted but successfully recovered with current data showing SKU-A, standard_zone, priority request, quantity 2. inventory_lookup confirms SKU-A is in stock, shipping_estimator says priority_allowed=true for standard_zone, and policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and the destination is not restricted.",Priority shipping is allowed for order O-2001.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_off__live_workflow_001__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_001,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.98,True,False,3,4,0,1,0,3681,436,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is grounded in current tool evidence: order_lookup shows SKU-A, destination standard_zone, priority requested, quantity 2; inventory_lookup shows SKU-A in stock with 25 units; policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not restricted. The shipping_estimator output was malformed, and the answer appropriately notes that it was unusable rather than relying on it. No stale or contradictory evidence is used.","Priority shipping is allowed for order O-2001 based on the order details, inventory availability, and shipping policy. The shipping estimator output was malformed, so I relied on the current policy and inventory evidence together with the order data.",order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_on__live_workflow_002__self_healing__lambda_0.3__seed_11__budget_2,live_workflow_002,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,4,4,1,0,3691,371,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; Final decision matches expected not_allowed and is fully supported by current tool evidence: order destination is restricted_zone, shipping_estimator says priority_allowed false due to restricted destination, and policy_lookup states priority shipping is unavailable to restricted zones. All required tools were used and no stale, contradictory, or faulty evidence is present.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_on__live_workflow_002__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_002,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3925,385,0.0,rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected not_allowed outcome and is supported by current tool evidence. order_lookup shows destination restricted_zone and requested_shipping priority; shipping_estimator was faulted but recovered with a current result priority_allowed false due to restricted destination; policy_lookup states priority shipping is only allowed when destination is not a restricted zone. inventory_lookup also confirms stock availability. No stale or contradictory evidence is used.,Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_off__live_workflow_002__self_healing__lambda_0.3__seed_11__budget_2,live_workflow_002,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,4,0,1,0,3693,385,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current, non-faulty evidence from all required tools. Order lookup shows destination restricted_zone and priority shipping requested; shipping estimator says priority_allowed false because destination is restricted; policy lookup states priority shipping is not allowed to restricted zones. Inventory evidence is also current and consistent. No stale, contradictory, or missing evidence is present.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_off__live_workflow_002__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_002,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,0,1,1,3925,377,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision (not_allowed) and is supported by current tool evidence: order_lookup shows destination restricted_zone, shipping_estimator recovered successfully and returns priority_allowed false with reason destination is restricted, and policy_lookup states priority shipping is disallowed for restricted zones. inventory_lookup is also current and consistent. No stale or contradictory evidence is used.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_on__live_workflow_003__self_healing__lambda_0.3__seed_11__budget_2,live_workflow_003,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,2,False,,,False,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,3,4,4,1,0,3711,385,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision ('allowed') and is fully grounded in current tool evidence from all required tools. order_lookup shows SKU-C, quantity 3, and standard_zone; inventory_lookup confirms 4 available units; shipping_estimator explicitly states standard shipping is available; policy_lookup supports that standard shipping is required otherwise. No stale, contradictory, or unresolved evidence is present.",Yes. The requested standard shipping path is available for order O-2003.,order_lookup|multi_tool_use.parallel|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_on,True,2
