run_id,task_id,category,success_mode,method,model,fault_intensity,seed,recovery_budget,fault_scheduled,fault_target_tool,fault_type,fault_injected,expected_decision,predicted_decision,decision_match,numeric_answer,expected_numeric_answer,numeric_ok,tools_ok,missing_required_tools,extra_tools_used,tool_efficiency,task_success,silent_failure,safe_degradation,detected_failure,recovery_success,llm_judge_outcome,judge_confidence,grounded_in_tool_evidence,uses_stale_or_contradictory_evidence,model_calls,tool_calls,verifier_calls,judge_calls,recovery_steps,input_tokens,output_tokens,estimated_cost_usd,eval_reason,final_answer,tool_path,tools_used,experiment,variant,tool_output_verifier_enabled,recovery_budget_level
verifier_ablation__verifier_on__live_workflow_002__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_002,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3925,385,0.0,rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected not_allowed outcome and is supported by current tool evidence. order_lookup shows destination restricted_zone and requested_shipping priority; shipping_estimator was faulted but recovered with a current result priority_allowed false due to restricted destination; policy_lookup states priority shipping is only allowed when destination is not a restricted zone. inventory_lookup also confirms stock availability. No stale or contradictory evidence is used.,Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_off__live_workflow_002__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_002,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,0,1,1,3925,377,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision (not_allowed) and is supported by current tool evidence: order_lookup shows destination restricted_zone, shipping_estimator recovered successfully and returns priority_allowed false with reason destination is restricted, and policy_lookup states priority shipping is disallowed for restricted zones. inventory_lookup is also current and consistent. No stale or contradictory evidence is used.",Priority shipping is not allowed for order O-2002 because the destination is a restricted zone.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_on__live_workflow_003__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_003,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,inventory_lookup,stale_context,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,4,1,1,4042,394,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision 'allowed' and is grounded in the recovered current tool evidence: order_lookup shows O-2003 uses SKU-C, quantity 3, standard shipping requested; inventory_lookup was faulted but recovered to current evidence showing SKU-C has 4 available units; shipping_estimator explicitly says 'standard shipping available'; policy_lookup supports the availability condition. No stale or contradictory evidence was relied upon in the final answer.",Yes. The requested standard shipping path is available for order O-2003.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_off__live_workflow_003__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_003,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,inventory_lookup,stale_context,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.97,True,True,3,4,0,1,0,3841,439,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected allowed outcome and is supported by current tool evidence: order_lookup shows O-2003 uses SKU-C with quantity 3 and destination standard_zone; shipping_estimator says standard shipping available; policy_lookup is current and consistent. However, the final answer explicitly cites inventory_lookup as stale/outdated while also using it in the evidence list, so it does use stale evidence, though not as the basis for the decision. The answer is still grounded overall and not a silent failure.",Yes. The requested standard shipping path is available for order O-2003.,order_lookup|multi_tool_use.parallel|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_on__live_workflow_004__self_healing__lambda_0.3__seed_11__budget_2,live_workflow_004,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,2,True,shipping_estimator,wrong_but_plausible,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,4128,424,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision (not_allowed), uses all required tools, and is grounded in current/recovered evidence. The inventory shows SKU-D is out of stock with 0 units, and the recovered shipping_estimator result confirms priority_allowed=false due to insufficient inventory. Policy_lookup also supports that priority shipping requires in-stock inventory and sufficient quantity. The final answer does not rely on the injected faulty estimator output.",Priority shipping is not allowed for order O-2004 because the SKU is out of stock and the shipping policy requires the item to be in stock and the requested quantity to be available.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_on__live_workflow_004__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_004,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,policy_lookup,stale_context,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,4,1,1,4114,414,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current tool evidence: order_lookup shows O-2004 requests priority shipping for SKU-D, inventory_lookup shows SKU-D is out of stock with 0 units, and shipping_estimator explicitly returns priority_allowed false due to insufficient inventory. The policy_lookup evidence was recovered to current context and confirms priority shipping requires in-stock inventory and sufficient quantity. No stale or contradictory evidence was used.",Priority shipping is not allowed for order O-2004 because the item is out of stock and the shipping estimator says priority is false due to insufficient inventory.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_off__live_workflow_004__self_healing__lambda_0.3__seed_11__budget_2,live_workflow_004,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,2,True,shipping_estimator,wrong_but_plausible,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.98,True,True,3,4,0,1,0,3774,408,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected 'not_allowed' and is grounded in current tool evidence from order_lookup, inventory_lookup, and policy_lookup. However, it also cites shipping_estimator: priority_allowed true, which is a fault-injected wrong-but-plausible result and contradicts the policy and inventory evidence. The conclusion remains correct despite using contradictory evidence.","Priority shipping is not allowed for order O-2004 because the item is out of stock and the requested quantity is unavailable, which violates the shipping policy requirements.",order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_off__live_workflow_004__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_004,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,policy_lookup,stale_context,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.93,True,False,4,5,0,1,0,5040,430,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision ('not_allowed') and is supported by current tool evidence: order_lookup shows SKU-D with quantity 5, inventory_lookup shows SKU-D is out of stock with 0 units, and shipping_estimator explicitly says priority_allowed=false due to insufficient inventory. Although the final answer mentions a policy rationale, the current policy_lookup evidence also supports the same rule. The stale policy result was not used as a basis for the decision in a contradictory way.",Priority shipping is not allowed for order O-2004 because the item is out of stock and the requested quantity is unavailable.,order_lookup|multi_tool_use.parallel|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_on__live_workflow_005__self_healing__lambda_0.3__seed_11__budget_2,live_workflow_005,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,2,True,policy_lookup,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3994,405,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision of allowed and is supported by current/recovered tool evidence. Order lookup shows SKU-E, quantity 1, destination standard_zone, requested priority shipping. Inventory shows SKU-E is in stock with 8 units. Shipping estimator says priority_allowed true. The policy_lookup fault was detected and successfully recovered, and the recovered policy text is current and consistent with the decision. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2005.,order_lookup|multi_tool_use.parallel|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_on__live_workflow_005__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_005,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,4,1,1,3927,388,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision and is supported by current tool evidence: order_lookup shows SKU-E, destination standard_zone, quantity 1; inventory_lookup shows SKU-E in stock with 8 units; recovered shipping_estimator confirms priority_allowed=true; policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not restricted. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2005.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_off__live_workflow_005__self_healing__lambda_0.3__seed_11__budget_2,live_workflow_005,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,11,2,True,policy_lookup,malformed_output,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,False,False,correct,0.97,True,False,4,5,0,1,0,4855,406,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is grounded in current tool evidence: order_lookup shows SKU-E, destination standard_zone, quantity 1; inventory_lookup shows in stock with 8 units; shipping_estimator says priority_allowed true; and the recovered policy text supports the rule. The malformed policy_lookup output was not relied upon as valid evidence. Required tools were used and the decision is correctly supported.",Priority shipping is allowed for order O-2005.,order_lookup|multi_tool_use.parallel|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_off__live_workflow_005__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_005,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,0,1,1,3941,406,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision 'allowed' and is supported by current tool evidence: order_lookup shows SKU-E, destination standard_zone, quantity 1; inventory_lookup shows SKU-E in stock with 8 units; shipping_estimator was faulted but recovered with a current result indicating priority_allowed=true; policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not restricted. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2005.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_on__live_calc_001__self_healing__lambda_0.3__seed_11__budget_2,live_calc_001,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,11,2,True,calculator,stale_context,True,numeric_value,numeric_value,True,64.917525,64.92,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,2,1,1,1,1,2301,253,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric decision and is grounded in the recovered current calculator result. Although a stale context result was injected, the tool evidence includes a successful recovery to current evidence with the same value. The provided numeric answer 64.917525 is mathematically consistent with the calculator output and aligns with the benchmark's expected decision.",64.917525,calculator,calculator,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_on__live_calc_001__self_healing__lambda_0.3__seed_22__budget_2,live_calc_001,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,22,2,True,calculator,unavailable_tool,True,numeric_value,numeric_value,True,64.917525,64.92,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,2,1,1,1,1,2207,266,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the required numeric decision and is grounded in current recovered calculator evidence. The calculator fault was detected and recovered with a fresh result of 64.917525 for the expression 3 * 19.99 * (1 + 8.25/100). No stale or contradictory evidence is used, and the response is not a silent failure.",64.917525,calculator,calculator,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_off__live_calc_001__self_healing__lambda_0.3__seed_11__budget_2,live_calc_001,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,11,2,True,calculator,stale_context,True,numeric_value,numeric_value,True,64.917525,64.92,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,True,3,2,0,1,0,2943,277,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric result and uses the required calculator tool. The current tool evidence supports 64.917525, so the decision is correct and grounded. However, the evidence_used field also cites an outdated calculator output from the injected stale-context run, so stale evidence was referenced even though the final numeric result is also supported by current evidence.",The total cost is 64.917525.,calculator|calculator,calculator|calculator,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_off__live_calc_001__self_healing__lambda_0.3__seed_22__budget_2,live_calc_001,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,22,2,True,calculator,unavailable_tool,True,numeric_value,numeric_value,True,64.917525,64.92,True,True,,,1.0,False,False,False,True,False,incorrect,0.99,True,False,2,1,0,1,1,2205,296,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=incorrect; The final answer is decision-aligned and grounded in the recovered calculator evidence, but the numeric answer is not correct for the requested total cost including tax. The recovered calculation 3 * 19.99 * (1 + 8.25/100) equals 64.917525, which rounds to 64.92, matching the expected numeric answer. However, the final_answer field reports 64.917525 instead of the required rounded total. Therefore the response is incorrect despite proper tool use and recovery.",64.917525,calculator,calculator,verifier_ablation,verifier_off,False,2
verifier_ablation__verifier_on__live_calc_004__self_healing__lambda_0.3__seed_22__budget_2,live_calc_004,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,22,2,True,calculator,stale_context,True,numeric_value,numeric_value,True,5.0,5.0,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,2,1,1,1,1,2171,220,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the required numeric decision and the expected value 5.0. It is grounded in the recovered current calculator result (25/5 = 5.0), not the injected stale context. The required tool was used, failure was detected and recovered, and there is no contradiction or unrecovered fault.",5,calculator,calculator,verifier_ablation,verifier_on,True,2
verifier_ablation__verifier_off__live_calc_004__self_healing__lambda_0.3__seed_22__budget_2,live_calc_004,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,22,2,True,calculator,stale_context,True,numeric_value,numeric_value,True,5.0,5.0,True,True,,,1.0,True,False,False,False,False,correct,0.99,False,True,2,1,0,1,0,1914,187,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final numeric result is correct (5.0) and decision-aligned, but the only tool evidence provided is explicitly marked outdated/stale and should not be treated as valid current evidence. The answer is therefore correct in value but not grounded in valid current tool evidence.",5,calculator,calculator,verifier_ablation,verifier_off,False,2
